# time tx ty tz wx wy wz mx my mz qx qy qz qw
1535632634.535734 -0.04406674206257 0.03886500373483 10.12490367889 -0.0005787726258859 -0.0018630590057 0.01009044237435 0 0 0 -0.1444610357285 0.9894763231277 0.001160113955848 -0.008140710182488 
1535632634.546025 -0.008742516860366 0.05217461287975 10.12381076813 6.601453060284e-05 -0.00249555055052 0.01123397797346 -0.2152003794909 -0.0462606549263 -0.2484070211649 -0.1444583237171 0.9894769191742 0.00115044543054 -0.008127859793603 
1535632634.556291 -0.04685143381357 0.05898796766996 10.13425064087 -0.0005069845356047 -0.0005473960773088 0.009294603951275 -0.215200021863 -0.04627120494843 -0.2494139969349 -0.1444595456123 0.9894768595695 0.0011394508183 -0.008114882744849 
1535632634.566525 -0.02246831357479 0.0410522967577 10.1450958252 -0.001652707112953 -0.001186863984913 0.01063830219209 -0.2160806804895 -0.04899486899376 -0.2504013478756 -0.1444571167231 0.9894772171974 0.00113852485083 -0.008105759508908 
1535632634.571707 -0.03312316909432 0.04512513056397 10.12906837463 -0.0004076049372088 -0.002234283834696 0.009964625351131 -0.2135234177113 -0.04995433613658 -0.2493206262589 -0.1444536596537 0.9894778132439 0.001130560878664 -0.008096789941192 
1535632634.581954 -0.02227026969194 0.05302206799388 10.16551017761 -0.001280301599763 -0.001314881374128 0.009712981060147 -0.2152415364981 -0.05084710195661 -0.2513613700867 -0.1444556862116 0.9894776344299 0.001123284571804 -0.008083621971309 
1535632634.592193 -0.03136789798737 0.02683810703456 10.09410858154 -0.0002317971084267 -0.001765162451193 0.008639100007713 -0.2126402705908 -0.0472724661231 -0.2523596286774 -0.1444548815489 0.9894778728485 0.001114309532568 -0.008073125965893 
1535632634.602437 -0.05838508531451 0.06226331368089 10.16055679321 -0.0004805496428162 -0.0007994758198038 0.009473467245698 -0.2126505672932 -0.04814103618264 -0.2483191341162 -0.1444582343102 0.989477455616 0.001105900853872 -0.008065541274846 
1535632634.612660 -0.00513570336625 0.04137263819575 10.14764499664 -0.001483473577537 -0.001944473478943 0.01085639093071 -0.2151986807585 -0.04628106951714 -0.2504196465015 -0.1444534659386 0.9894782304764 0.001102598034777 -0.008055234327912 
1535632634.622896 -0.05425775796175 0.04498954489827 10.13118743896 -0.001441419939511 -0.001900752075016 0.01030426379293 -0.2143515795469 -0.04722231626511 -0.2513932883739 -0.144450366497 0.9894787669182 0.001099189510569 -0.008041331544518 
1535632634.633086 -0.03224128484726 0.05165498703718 10.15755462646 -0.0009120362810791 -0.001867855433375 0.01101574953645 -0.2143856287003 -0.05087725445628 -0.2523475587368 -0.1444465965033 0.9894794225693 0.001092044985853 -0.008030347526073 
1535632634.643357 -0.04075537621975 0.03932816535234 10.13971805573 4.030331183458e-05 -0.002691233530641 0.01080757007003 -0.215233579278 -0.04992551729083 -0.250367552042 -0.1444421410561 0.9894801974297 0.001083818613552 -0.008014692924917 
1535632634.653578 -0.02775992825627 0.04232570528984 10.15528964996 -0.0004201781703159 -0.001710766693577 0.01106596272439 -0.2117764502764 -0.04637051746249 -0.2513453066349 -0.1444358676672 0.9894812703133 0.001076432759874 -0.008000575006008 
1535632634.663841 -0.0412828437984 0.04993229359388 10.16521644592 -0.0002214585983893 -0.001946272794157 0.01047970168293 -0.2143777161837 -0.04994515329599 -0.2503470182419 -0.1444343477488 0.9894815683365 0.001068573561497 -0.007989205420017 
1535632634.674098 -0.01592156477273 0.01605056412518 10.15742588043 -0.001388312433846 -0.0009653234155849 0.009740580804646 -0.2143350541592 -0.04539004713297 -0.2504130601883 -0.1444325149059 0.9894820451736 0.001061117742211 -0.00797186139971 
1535632634.684355 -0.02126683667302 0.05998138338327 10.13185691833 -0.001100692665204 -0.002162252785638 0.009422888047993 -0.2143348455429 -0.045400865376 -0.2514200806618 -0.1444329917431 0.989481985569 0.0010555179324 -0.007959916256368 
1535632634.694583 -0.008819798007607 0.07481673359871 10.17109298706 -0.001588503015228 -0.001631019404158 0.009869681671262 -0.2152181565762 -0.04807220771909 -0.2473742812872 -0.1444330662489 0.9894821643829 0.00104788003955 -0.007947034202516 
1535632634.704841 -0.01815851591527 0.03441421687603 10.11356639862 -0.001294289948419 -0.001119735417888 0.01030112616718 -0.2143603414297 -0.04812247306108 -0.250373005867 -0.1444293707609 0.9894827604294 0.001041469280608 -0.007934982888401 
1535632634.715057 -0.03981846570969 0.04811546206474 10.14989566803 -0.0008735484443605 -0.001759395003319 0.01057340763509 -0.2152238339186 -0.04902437329292 -0.2513868808746 -0.1444242447615 0.9894835948944 0.001036988454871 -0.007930040359497 
1535632634.725260 -0.02330966480076 0.03334904834628 10.12813186646 -0.0003933776752092 -0.001746771973558 0.01024905405939 -0.2169257998466 -0.04806284978986 -0.2504330277443 -0.1444226503372 0.9894839525223 0.001028591301292 -0.007917704060674 
1535632634.735478 -0.02498904429376 0.05693539604545 10.11870765686 -0.001537625794299 -0.002797900000587 0.009465161710978 -0.2134878784418 -0.04629835858941 -0.2483647018671 -0.1444210857153 0.9894842505455 0.001024726545438 -0.007903389632702 
1535632634.745687 -0.05084273964167 0.03602590411901 10.12444496155 -0.0006809200858697 -0.001104307826608 0.009468674659729 -0.2143497765064 -0.04722122475505 -0.2513911426067 -0.1444183588028 0.9894847869873 0.001018628943712 -0.007890532724559 
1535632634.755897 -0.0515210069716 0.05757786333561 10.1638879776 -0.0009240846848115 -0.001682913745753 0.01132066268474 -0.215178668499 -0.04447843879461 -0.2524574697018 -0.144415050745 0.9894853234291 0.001012047985569 -0.007878940552473 
1535632634.766154 -0.03130165114999 0.05738385394216 10.134516716 -0.001736688194796 -0.002429550280795 0.01030352339149 -0.2152398377657 -0.0508345477283 -0.2503522932529 -0.1444141417742 0.9894855618477 0.001007209415548 -0.007864950224757 
1535632634.776367 -0.03397583961487 0.05866001546383 10.09119606018 0.0002820311055984 -0.002614644821733 0.008725116029382 -0.2143495976925 -0.04720975458622 -0.2503838539124 -0.1444152444601 0.9894855618477 0.0009988687233999 -0.007849632762372 
1535632634.781496 -0.04752346873283 0.06018212065101 10.10486698151 -0.001072270912118 -0.002691724803299 0.009167701005936 -0.2143485248089 -0.04723079875112 -0.2523972392082 -0.1444141864777 0.9894858598709 0.0009902019519359 -0.007834438234568 
1535632634.791727 -0.02685359492898 0.04791222512722 10.15993309021 -0.001640294794925 -0.001933872001246 0.009041539393365 -0.214341044426 -0.04629873856902 -0.2503969967365 -0.1444134712219 0.9894860982895 0.0009829113259912 -0.007819562219083 
1535632634.801925 -0.02997085079551 0.05565737560391 10.10962486267 -0.0002171644882765 -0.000791723607108 0.01020157709718 -0.2151691168547 -0.04357759654522 -0.2534766793251 -0.1444100290537 0.9894866943359 0.0009742681868374 -0.007806592155248 
1535632634.812128 -0.03429667279124 0.02447818592191 10.14952945709 -0.0008278250461444 -0.0009778572712094 0.01041715964675 -0.2143420428038 -0.04627768322825 -0.2483835220337 -0.1444114744663 0.9894865751266 0.0009667426929809 -0.007797405589372 
1535632634.822392 -0.02603401616216 0.06993142515421 10.13977527618 -0.0006414952222258 -0.0007112160674296 0.01022562850267 -0.2135027050972 -0.04814042523503 -0.250350356102 -0.1444098204374 0.9894869923592 0.000954573857598 -0.007784052286297 
1535632634.832653 -0.03617239370942 0.0588065199554 10.1422958374 -0.002246723743156 -0.0005328262923285 0.01013904437423 -0.2143323868513 -0.04538770765066 -0.2504100203514 -0.1444082707167 0.9894871711731 0.0009512681281194 -0.0077767027542 
1535632634.842870 -0.05222073942423 0.0563435330987 10.15019607544 -0.0007391440449283 -0.002375600859523 0.009334731847048 -0.2143662571907 -0.04904232174158 -0.2513643503189 -0.1444074064493 0.9894874095917 0.0009467186755501 -0.007763667963445 
1535632634.853128 -0.03331819549203 0.03073119744658 10.14513206482 -0.0006439728895202 -0.002068046480417 0.008710013702512 -0.2160862833261 -0.04990351572633 -0.2503851354122 -0.1444103717804 0.9894870519638 0.0009350399486721 -0.007757079321891 
1535632634.863329 -0.03958558291197 0.03594263643026 10.14085769653 -0.000823087990284 -0.003177130129188 0.01052221190184 -0.2152230888605 -0.04899106547236 -0.2483642995358 -0.1444107890129 0.9894871711731 0.0009300311794505 -0.007743135094643 
1535632634.873538 0.0003537684679031 0.0810781866312 10.14224815369 -0.0023684410844 -0.0009699905058369 0.01172676868737 -0.2126452326775 -0.04819134250283 -0.253349930048 -0.1444060355425 0.9894878864288 0.0009220244246535 -0.007732688449323 
1535632634.883799 -0.04578199237585 0.05985453352332 10.14245891571 -0.001211026799865 -0.000354452553438 0.01088843308389 -0.213501766324 -0.04815063998103 -0.251356869936 -0.1444011777639 0.9894887208939 0.000913385709282 -0.007724681403488 
1535632634.894026 -0.04424429312348 0.05330697447062 10.17270183563 -0.002115947427228 -0.001300192670897 0.009912924841046 -0.2152300328016 -0.0499224960804 -0.2503637373447 -0.1443940103054 0.9894898533821 0.0009042615420185 -0.007715578190982 
1535632634.904290 -0.008908171206713 0.04338935762644 10.13057899475 -0.001348238205537 -0.001698254258372 0.009373785927892 -0.2152026593685 -0.04722101986408 -0.2534231245518 -0.1443912386894 0.9894903302193 0.0008945040754043 -0.007704412098974 
1535632634.914510 -0.0330348983407 0.07918335497379 10.16480541229 -0.001879391260445 -0.001683924929239 0.009802219457924 -0.2134923934937 -0.04723866656423 -0.2513689696789 -0.1443923860788 0.9894902706146 0.0008890967001207 -0.007693445775658 
1535632634.924772 -0.042868450284 0.04310106858611 10.13180541992 -0.0006728431326337 -0.002221506321803 0.01021942030638 -0.21349132061 -0.04725971445441 -0.2533823251724 -0.1443887352943 0.9894908666611 0.0008850509184413 -0.007684511132538 
1535632634.935023 -0.02272749319673 0.04200810939074 10.11612796783 -2.028121525655e-05 -0.001150681986474 0.01029069814831 -0.2160751670599 -0.04900163039565 -0.2514025568962 -0.1443869769573 0.9894911646843 0.0008782054064795 -0.007670081220567 
1535632634.945295 -0.02238141186535 0.06858497858047 10.15814304352 -0.001706832204945 -0.001307119615376 0.01092230342329 -0.2134924381971 -0.04721662029624 -0.2493542283773 -0.1443822085857 0.9894919991493 0.0008706862572581 -0.007658687885851 
1535632634.955519 -0.06021101400256 0.0528337135911 10.11799812317 -0.001256420859136 -0.002479803981259 0.009418217465281 -0.214363977313 -0.0490400493145 -0.2513616085052 -0.1443808376789 0.9894922971725 0.000863092020154 -0.007644980214536 
1535632634.965719 -0.02494308538735 0.0475904121995 10.14867401123 -0.0013353562681 -0.00188522064127 0.009645970538259 -0.2126192301512 -0.04542506486177 -0.2503668367863 -0.1443829834461 0.9894921183586 0.0008573425584473 -0.007633013650775 
1535632634.975972 -0.03526026755571 0.0258019156754 10.11612701416 0.0001358757872367 -0.002634385600686 0.009987892583013 -0.2160925418139 -0.05081254243851 -0.250369310379 -0.1443807184696 0.9894925951958 0.0008512026397511 -0.007620583288372 
1535632634.986227 -0.02412097901106 0.07582533359528 10.14915657043 -0.0003157850005664 -0.00179927656427 0.009696634486318 -0.2143706679344 -0.0499825887382 -0.2543681561947 -0.1443776041269 0.9894931316376 0.0008415237534791 -0.007609768770635 
1535632634.996499 -0.02880897186697 0.05308803543448 10.14883422852 -0.0006089429371059 -0.002099829725921 0.009779690764844 -0.2160777747631 -0.04893755167723 -0.2453618049622 -0.1443781107664 0.9894931316376 0.0008349507697858 -0.007595285307616 
1535632635.002029 -0.03392079472542 0.08477218449116 10.15280246735 4.877694300376e-05 -0.001739076920785 0.00995521619916 -0.2151932865381 -0.0462873056531 -0.2514207363129 -0.1443748027086 0.9894936680794 0.0008244738564827 -0.007588097825646 
1535632635.012321 -0.03777610510588 0.0396834127605 10.16017150879 -0.002217571018264 -0.002975981216878 0.009433655999601 -0.2134995907545 -0.04814863204956 -0.2513538897038 -0.144372805953 0.9894940853119 0.0008185816113837 -0.007574762683362 
1535632635.022569 -0.03447696566582 0.06275169551373 10.14630126953 -2.183773904108e-05 -0.001433963421732 0.00992726534605 -0.215219065547 -0.04902033880353 -0.2513813972473 -0.1443731039762 0.9894941449165 0.0008072120253928 -0.007560393307358 
1535632635.032892 -0.02868409082294 0.0461844317615 10.13059997559 -0.001708275638521 -0.001574653433636 0.009770881384611 -0.211779370904 -0.04726542159915 -0.2503184974194 -0.1443702578545 0.9894946217537 0.000798435183242 -0.007549744099379 
1535632635.043170 -0.0513378418982 0.07725462317467 10.17727279663 -0.0006823058938608 -0.001132150180638 0.009924913756549 -0.2134988307953 -0.04813712835312 -0.2503459453583 -0.1443693488836 0.9894948601723 0.0007908548577689 -0.007540271617472 
1535632635.053423 -0.01724903285503 0.05967027693987 10.11128330231 -0.0002879499224946 -0.001813763519749 0.01049406640232 -0.2134990096092 -0.04813715070486 -0.2503461837769 -0.1443663388491 0.9894953966141 0.0007831857656129 -0.007527756039053 
1535632635.063724 -0.05606662109494 0.05026010423899 10.16888999939 -0.0001139886735473 -0.002191507723182 0.0093032438308 -0.2160559594631 -0.04718852043152 -0.2524335384369 -0.144363924861 0.9894958734512 0.000773340521846 -0.007518464233726 
1535632635.073919 -0.0320901684463 0.06118557602167 10.14932632446 -0.002082927152514 -0.002003454137594 0.01103637274355 -0.2134998142719 -0.04812691733241 -0.2493395358324 -0.1443617939949 0.9894962310791 0.0007679943810217 -0.007506919559091 
1535632635.084126 -0.02903089113533 0.06143121048808 10.14127540588 -0.002120666671544 -0.002284715184942 0.01035367697477 -0.2143725156784 -0.04992929473519 -0.2493339776993 -0.1443597525358 0.9894967079163 0.0007625335128978 -0.007488032337278 
1535632635.094456 -0.04922670871019 0.03926898911595 10.1226234436 -0.0008861927781254 -0.002029590774328 0.01150426547974 -0.2134811282158 -0.04633647948503 -0.2523861527443 -0.1443528681993 0.9894977807999 0.000759212358389 -0.00747434515506 
1535632635.104695 -0.02147752419114 0.04781658947468 10.15515995026 -0.001454148790799 -0.0009387506288476 0.009299748577178 -0.2135148197412 -0.04996897280216 -0.2513254284859 -0.1443489640951 0.989498436451 0.0007524088141508 -0.007462701294571 
1535632635.114955 -0.02832496725023 0.03846294060349 10.16523265839 -0.001829332206398 -0.001916001085192 0.008910565637052 -0.2143697291613 -0.04995984584093 -0.252352386713 -0.144349783659 0.9894984960556 0.0007453747675754 -0.007453255821019 
1535632635.125294 -0.02284188382328 0.04463875293732 10.12191200256 -0.0007962030940689 -0.002688556909561 0.01076650433242 -0.216912522912 -0.04712577909231 -0.2484260499477 -0.1443490236998 0.9894986748695 0.0007409004028887 -0.00743893859908 
1535632635.135525 -0.04416036233306 0.04570356756449 10.17883110046 -0.0007752287201583 -0.001421196386218 0.009231753647327 -0.2151817977428 -0.0453959852457 -0.2534450292587 -0.1443508565426 0.9894984960556 0.0007336133858189 -0.007427686825395 
1535632635.145741 -0.02297723665833 0.0322976373136 10.14138793945 -0.002064341679215 -0.001732928096317 0.01054608635604 -0.21437035501 -0.04994962736964 -0.2513458132744 -0.1443491727114 0.9894987940788 0.0007273483788595 -0.007412845268846 
1535632635.156261 -0.03831430524588 0.04167015850544 10.14315032959 -0.001440015737899 -0.00139595544897 0.01010528951883 -0.2135245651007 -0.05085865035653 -0.2492991387844 -0.1443441361189 0.9894996285439 0.0007209493196569 -0.007403160445392 
1535632635.161401 -0.02780598774552 0.04326083138585 10.14457607269 -0.0003093699924648 -0.0008009364828467 0.009273060597479 -0.2143526673317 -0.04813754931092 -0.2523787915707 -0.1443442255259 0.9894996285439 0.0007123905234039 -0.007394940126687 
1535632635.171564 -0.04559119045734 0.05575800314546 10.11400222778 -0.0009234316530637 -0.001977640902624 0.009351085871458 -0.2134784162045 -0.04633416607976 -0.2523831129074 -0.1443451493979 0.9894996881485 0.0007055531605147 -0.00737971207127 
1535632635.181923 -0.02667503990233 0.04981585592031 10.13775253296 -0.0004177814116701 -0.002123413141817 0.009900610893965 -0.2152236253023 -0.04993886500597 -0.2523712515831 -0.1443440765142 0.9894998669624 0.0006970495451242 -0.007369206286967 
1535632635.192771 -0.02996859699488 0.05513022840023 10.15538311005 -0.0004232827050146 -0.003015193156898 0.009695995599031 -0.2135051339865 -0.04904611036181 -0.2503303587437 -0.1443387269974 0.9895007610321 0.000691122142598 -0.007355310022831 
1535632635.203070 -0.02897069975734 0.04946518689394 10.14555358887 -0.001961053814739 -0.002129030413926 0.01103173196316 -0.2151988297701 -0.04718450829387 -0.2503972053528 -0.1443411260843 0.9895005822182 0.0006859916611575 -0.007341545540839 
1535632635.213336 -0.01194594055414 0.04778071865439 10.15353775024 0.0002625261840876 -0.0005205859197304 0.008714411407709 -0.2126234471798 -0.0463429838419 -0.2513560950756 -0.1443368643522 0.9895012974739 0.0006809268379584 -0.007327337749302 
1535632635.223795 -0.0342072211206 0.05471581220627 10.12469100952 -0.0008828112622723 -0.00123996194452 0.01023499295115 -0.2160711884499 -0.04898656159639 -0.2503909766674 -0.1443384289742 0.9895011782646 0.0006713545881212 -0.00731355138123 
1535632635.234048 -0.03960625082254 0.02930146828294 10.13903045654 -0.0009497131686658 -0.001639863825403 0.01053823344409 -0.214341044426 -0.04724596440792 -0.2544032335281 -0.1443335860968 0.989501953125 0.0006652396987192 -0.00730332871899 
